"Country or Area","Year","Area","Month","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Canada","2018","Total","August","Data tabulated by year of occurrence","Final figure, complete","2020","33428","1"
"Canada","2018","Total","September","Data tabulated by year of occurrence","Final figure, complete","2020","32203","1"
"Canada","2018","Total","October","Data tabulated by year of occurrence","Final figure, complete","2020","31504","1"
"Canada","2018","Total","November","Data tabulated by year of occurrence","Final figure, complete","2020","29533","1"
"Canada","2018","Total","December","Data tabulated by year of occurrence","Final figure, complete","2020","28882","1"
"Canada","2017","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2020","376291","1"
"Canada","2017","Total","January","Data tabulated by year of occurrence","Final figure, complete","2020","30283","1"
"Canada","2017","Total","February","Data tabulated by year of occurrence","Final figure, complete","2020","28234","1"
"Canada","2017","Total","March","Data tabulated by year of occurrence","Final figure, complete","2020","31274","1"
"Canada","2017","Total","April","Data tabulated by year of occurrence","Final figure, complete","2020","30628","1"
"Canada","2017","Total","May","Data tabulated by year of occurrence","Final figure, complete","2020","32291","1"
"Canada","2017","Total","June","Data tabulated by year of occurrence","Final figure, complete","2020","32086","1"
"Canada","2017","Total","July","Data tabulated by year of occurrence","Final figure, complete","2020","33474","1"
"Canada","2017","Total","August","Data tabulated by year of occurrence","Final figure, complete","2020","33634","1"
"Canada","2017","Total","September","Data tabulated by year of occurrence","Final figure, complete","2020","32740","1"
"Canada","2017","Total","October","Data tabulated by year of occurrence","Final figure, complete","2020","31826","1"
"Canada","2017","Total","November","Data tabulated by year of occurrence","Final figure, complete","2020","30233","1"
"Canada","2017","Total","December","Data tabulated by year of occurrence","Final figure, complete","2020","29588","1"
"Canada","2016","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","383102","1"
"Canada","2016","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","30579","1"
"Canada","2016","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","29305","1"
"Canada","2016","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","32079","1"
"Canada","2016","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","31607","1"
"Canada","2016","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","32632","1"
"Canada","2016","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","32331","1"
"Canada","2016","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","34151","1"
"Canada","2016","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","34359","1"
"Canada","2016","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","34013","1"
"Canada","2016","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","32046","1"
"Canada","2016","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","30157","1"
"Canada","2016","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","29843","1"
"Canada","2015","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2018","382392","1"
"Canada","2015","Total","January","Data tabulated by year of occurrence","Final figure, complete","2018","30979","1"
"Canada","2015","Total","February","Data tabulated by year of occurrence","Final figure, complete","2018","28303","1"
"Canada","2015","Total","March","Data tabulated by year of occurrence","Final figure, complete","2018","31380","1"
"Canada","2015","Total","April","Data tabulated by year of occurrence","Final figure, complete","2018","31556","1"
"Canada","2015","Total","May","Data tabulated by year of occurrence","Final figure, complete","2018","32635","1"
"Canada","2015","Total","June","Data tabulated by year of occurrence","Final figure, complete","2018","32493","1"
"Canada","2015","Total","July","Data tabulated by year of occurrence","Final figure, complete","2018","34642","1"
"Canada","2015","Total","August","Data tabulated by year of occurrence","Final figure, complete","2018","33469","1"
"Canada","2015","Total","September","Data tabulated by year of occurrence","Final figure, complete","2018","33638","1"
"Canada","2015","Total","October","Data tabulated by year of occurrence","Final figure, complete","2018","32463","1"
"Canada","2015","Total","November","Data tabulated by year of occurrence","Final figure, complete","2018","30335","1"
"Canada","2015","Total","December","Data tabulated by year of occurrence","Final figure, complete","2018","30499","1"
"Canada","2009","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2012","380863","1"
"Canada","2009","Total","January","Data tabulated by year of occurrence","Final figure, complete","2012","30340","1"
"Canada","2009","Total","February","Data tabulated by year of occurrence","Final figure, complete","2012","28246","1"
"Canada","2009","Total","March","Data tabulated by year of occurrence","Final figure, complete","2012","31824","1"
"Canada","2009","Total","April","Data tabulated by year of occurrence","Final figure, complete","2012","31475","1"
"Canada","2009","Total","May","Data tabulated by year of occurrence","Final figure, complete","2012","32828","1"
"Canada","2009","Total","June","Data tabulated by year of occurrence","Final figure, complete","2012","32270","1"
"Canada","2009","Total","July","Data tabulated by year of occurrence","Final figure, complete","2012","34225","1"
"Canada","2009","Total","August","Data tabulated by year of occurrence","Final figure, complete","2012","33157","1"
"Canada","2009","Total","September","Data tabulated by year of occurrence","Final figure, complete","2012","33818","1"
"Canada","2009","Total","October","Data tabulated by year of occurrence","Final figure, complete","2012","32828","1"
"Canada","2009","Total","November","Data tabulated by year of occurrence","Final figure, complete","2012","30017","1"
"Canada","2009","Total","December","Data tabulated by year of occurrence","Final figure, complete","2012","29835","1"
"Canada","2008","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2011","377886","1"
"Canada","2008","Total","January","Data tabulated by year of occurrence","Final figure, complete","2011","30176","1"
"Canada","2008","Total","February","Data tabulated by year of occurrence","Final figure, complete","2011","29117","1"
"Canada","2008","Total","March","Data tabulated by year of occurrence","Final figure, complete","2011","30877","1"
"Canada","2008","Total","April","Data tabulated by year of occurrence","Final figure, complete","2011","31215","1"
"Canada","2008","Total","May","Data tabulated by year of occurrence","Final figure, complete","2011","32589","1"
"Canada","2008","Total","June","Data tabulated by year of occurrence","Final figure, complete","2011","31605","1"
"Canada","2008","Total","July","Data tabulated by year of occurrence","Final figure, complete","2011","33809","1"
"Canada","2008","Total","August","Data tabulated by year of occurrence","Final figure, complete","2011","32905","1"
"Canada","2008","Total","September","Data tabulated by year of occurrence","Final figure, complete","2011","33727","1"
"Canada","2008","Total","October","Data tabulated by year of occurrence","Final figure, complete","2011","32529","1"
"Canada","2008","Total","November","Data tabulated by year of occurrence","Final figure, complete","2011","29438","1"
"Canada","2008","Total","December","Data tabulated by year of occurrence","Final figure, complete","2011","29899","1"
"Canada","2007","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2009","367864","1"
"Canada","2007","Total","January","Data tabulated by year of occurrence","Final figure, complete","2009","29080","1"
"Canada","2007","Total","February","Data tabulated by year of occurrence","Final figure, complete","2009","26959","1"
"Canada","2007","Total","March","Data tabulated by year of occurrence","Final figure, complete","2009","30371","1"
"Canada","2007","Total","April","Data tabulated by year of occurrence","Final figure, complete","2009","29978","1"
"Canada","2007","Total","May","Data tabulated by year of occurrence","Final figure, complete","2009","31779","1"
"Canada","2007","Total","June","Data tabulated by year of occurrence","Final figure, complete","2009","31581","1"
"Canada","2007","Total","July","Data tabulated by year of occurrence","Final figure, complete","2009","32352","1"
"Canada","2007","Total","August","Data tabulated by year of occurrence","Final figure, complete","2009","32990","1"
"Canada","2007","Total","September","Data tabulated by year of occurrence","Final figure, complete","2009","32093","1"
"Canada","2007","Total","October","Data tabulated by year of occurrence","Final figure, complete","2009","31750","1"
"Canada","2007","Total","November","Data tabulated by year of occurrence","Final figure, complete","2009","29701","1"
"Canada","2007","Total","December","Data tabulated by year of occurrence","Final figure, complete","2009","29230","1"
"Canada","2007","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2009","0","1"
"Canada","2006","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2008","354617","1"
"Canada","2006","Total","January","Data tabulated by year of occurrence","Final figure, complete","2008","28028","1"
"Canada","2006","Total","February","Data tabulated by year of occurrence","Final figure, complete","2008","26026","1"
"Canada","2006","Total","March","Data tabulated by year of occurrence","Final figure, complete","2008","29540","1"
"Canada","2006","Total","April","Data tabulated by year of occurrence","Final figure, complete","2008","28695","1"
"Canada","2006","Total","May","Data tabulated by year of occurrence","Final figure, complete","2008","31010","1"
"Canada","2006","Total","June","Data tabulated by year of occurrence","Final figure, complete","2008","30150","1"
"Canada","2006","Total","July","Data tabulated by year of occurrence","Final figure, complete","2008","30854","1"
"Canada","2006","Total","August","Data tabulated by year of occurrence","Final figure, complete","2008","31807","1"
"Canada","2006","Total","September","Data tabulated by year of occurrence","Final figure, complete","2008","31587","1"
"Canada","2006","Total","October","Data tabulated by year of occurrence","Final figure, complete","2008","30385","1"
"Canada","2006","Total","November","Data tabulated by year of occurrence","Final figure, complete","2008","28461","1"
"Canada","2006","Total","December","Data tabulated by year of occurrence","Final figure, complete","2008","28074","1"
"Canada","2006","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2008","0","1"
"Canada","2005","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2007","342176","1"
"Canada","2005","Total","January","Data tabulated by year of occurrence","Final figure, complete","2007","27085","1"
"Canada","2005","Total","February","Data tabulated by year of occurrence","Final figure, complete","2007","24896","1"
"Canada","2005","Total","March","Data tabulated by year of occurrence","Final figure, complete","2007","29209","1"
"Canada","2005","Total","April","Data tabulated by year of occurrence","Final figure, complete","2007","28887","1"
"Canada","2005","Total","May","Data tabulated by year of occurrence","Final figure, complete","2007","29794","1"
"Canada","2005","Total","June","Data tabulated by year of occurrence","Final figure, complete","2007","29672","1"
"Canada","2005","Total","July","Data tabulated by year of occurrence","Final figure, complete","2007","30174","1"
"Canada","2005","Total","August","Data tabulated by year of occurrence","Final figure, complete","2007","30083","1"
"Canada","2005","Total","September","Data tabulated by year of occurrence","Final figure, complete","2007","30112","1"
"Canada","2005","Total","October","Data tabulated by year of occurrence","Final figure, complete","2007","28690","1"
"Canada","2005","Total","November","Data tabulated by year of occurrence","Final figure, complete","2007","26923","1"
"Canada","2005","Total","December","Data tabulated by year of occurrence","Final figure, complete","2007","26651","1"
"Canada","2005","Total","Unknown","Data tabulated by year of occurrence","Final figure, complete","2007","0","1"
"Canada","2004","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2006","337072","1"
"Canada","2004","Total","January","Data tabulated by year of occurrence","Final figure, complete","2006","27002","1"
"Canada","2004","Total","February","Data tabulated by year of occurrence","Final figure, complete","2006","25688","1"
"Canada","2004","Total","March","Data tabulated by year of occurrence","Final figure, complete","2006","28893","1"
"Canada","2004","Total","April","Data tabulated by year of occurrence","Final figure, complete","2006","28363","1"
"Canada","2004","Total","May","Data tabulated by year of occurrence","Final figure, complete","2006","28712","1"
"Canada","2004","Total","June","Data tabulated by year of occurrence","Final figure, complete","2006","28687","1"
"Canada","2004","Total","July","Data tabulated by year of occurrence","Final figure, complete","2006","29491","1"
"Canada","2004","Total","August","Data tabulated by year of occurrence","Final figure, complete","2006","29074","1"
"Canada","2004","Total","September","Data tabulated by year of occurrence","Final figure, complete","2006","29427","1"
"Canada","2004","Total","October","Data tabulated by year of occurrence","Final figure, complete","2006","28109","1"
"Canada","2004","Total","November","Data tabulated by year of occurrence","Final figure, complete","2006","26719","1"
"Canada","2004","Total","December","Data tabulated by year of occurrence","Final figure, complete","2006","26907","1"
"Canada","2003","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2005","335202",""
"Canada","2003","Total","January","Data tabulated by year of occurrence","Final figure, complete","2005","26290",""
"Canada","2003","Total","February","Data tabulated by year of occurrence","Final figure, complete","2005","24908",""
"Canada","2003","Total","March","Data tabulated by year of occurrence","Final figure, complete","2005","28101",""
"Canada","2003","Total","April","Data tabulated by year of occurrence","Final figure, complete","2005","27856",""
"Canada","2003","Total","May","Data tabulated by year of occurrence","Final figure, complete","2005","29415",""
"Canada","2003","Total","June","Data tabulated by year of occurrence","Final figure, complete","2005","28215",""
"Canada","2003","Total","July","Data tabulated by year of occurrence","Final figure, complete","2005","30300",""
"Canada","2003","Total","August","Data tabulated by year of occurrence","Final figure, complete","2005","28997",""
"Canada","2003","Total","September","Data tabulated by year of occurrence","Final figure, complete","2005","29559",""
"Canada","2003","Total","October","Data tabulated by year of occurrence","Final figure, complete","2005","28828",""
"Canada","2003","Total","November","Data tabulated by year of occurrence","Final figure, complete","2005","26108",""
"Canada","2003","Total","December","Data tabulated by year of occurrence","Final figure, complete","2005","26625",""
"Canada","2002","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2004","328802",""
"Canada","2002","Total","January","Data tabulated by year of occurrence","Final figure, complete","2004","26777",""
"Canada","2002","Total","February","Data tabulated by year of occurrence","Final figure, complete","2004","24744",""
"Canada","2002","Total","March","Data tabulated by year of occurrence","Final figure, complete","2004","27824",""
"Canada","2002","Total","April","Data tabulated by year of occurrence","Final figure, complete","2004","27647",""
"Canada","2002","Total","May","Data tabulated by year of occurrence","Final figure, complete","2004","28806",""
"Canada","2002","Total","June","Data tabulated by year of occurrence","Final figure, complete","2004","27266",""
"Canada","2002","Total","July","Data tabulated by year of occurrence","Final figure, complete","2004","29016",""
"Canada","2002","Total","August","Data tabulated by year of occurrence","Final figure, complete","2004","28709",""
"Canada","2002","Total","September","Data tabulated by year of occurrence","Final figure, complete","2004","28893",""
"Canada","2002","Total","October","Data tabulated by year of occurrence","Final figure, complete","2004","27841",""
"Canada","2002","Total","November","Data tabulated by year of occurrence","Final figure, complete","2004","25820",""
"Canada","2002","Total","December","Data tabulated by year of occurrence","Final figure, complete","2004","25459",""
"Canada","2001","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2003","333744","1"
"Canada","2001","Total","January","Data tabulated by year of occurrence","Final figure, complete","2003","26769",""
"Canada","2001","Total","February","Data tabulated by year of occurrence","Final figure, complete","2003","25392",""
"Canada","2001","Total","March","Data tabulated by year of occurrence","Final figure, complete","2003","29189",""
"Canada","2001","Total","April","Data tabulated by year of occurrence","Final figure, complete","2003","28820",""
"Canada","2001","Total","May","Data tabulated by year of occurrence","Final figure, complete","2003","29907",""
"Canada","2001","Total","June","Data tabulated by year of occurrence","Final figure, complete","2003","28576",""
"Canada","2001","Total","July","Data tabulated by year of occurrence","Final figure, complete","2003","29089",""
"Canada","2001","Total","August","Data tabulated by year of occurrence","Final figure, complete","2003","28794",""
"Canada","2001","Total","September","Data tabulated by year of occurrence","Final figure, complete","2003","28240",""
"Canada","2001","Total","October","Data tabulated by year of occurrence","Final figure, complete","2003","27636",""
"Canada","2001","Total","November","Data tabulated by year of occurrence","Final figure, complete","2003","25811",""
"Canada","2001","Total","December","Data tabulated by year of occurrence","Final figure, complete","2003","25521",""
"Canada","2000","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2002","327882","1"
"Canada","2000","Total","January","Data tabulated by year of occurrence","Final figure, complete","2002","27228",""
"Canada","2000","Total","February","Data tabulated by year of occurrence","Final figure, complete","2002","26196",""
"Canada","2000","Total","March","Data tabulated by year of occurrence","Final figure, complete","2002","29203",""
"Canada","2000","Total","April","Data tabulated by year of occurrence","Final figure, complete","2002","28227",""
"Canada","2000","Total","May","Data tabulated by year of occurrence","Final figure, complete","2002","29821",""
"Canada","2000","Total","June","Data tabulated by year of occurrence","Final figure, complete","2002","28753",""
"Canada","2000","Total","July","Data tabulated by year of occurrence","Final figure, complete","2002","28548",""
"Canada","2000","Total","August","Data tabulated by year of occurrence","Final figure, complete","2002","27740",""
"Canada","2000","Total","September","Data tabulated by year of occurrence","Final figure, complete","2002","26885",""
"Canada","2000","Total","October","Data tabulated by year of occurrence","Final figure, complete","2002","25846",""
"Canada","2000","Total","November","Data tabulated by year of occurrence","Final figure, complete","2002","24903",""
"Canada","2000","Total","December","Data tabulated by year of occurrence","Final figure, complete","2002","24532",""
"Canada","1999","Total","Total","Data tabulated by year of occurrence","Final figure, complete","2002","337249",""
"Canada","1999","Total","January","Data tabulated by year of occurrence","Final figure, complete","2002","26956",""
"Canada","1999","Total","February","Data tabulated by year of occurrence","Final figure, complete","2002","25642",""
"Canada","1999","Total","March","Data tabulated by year of occurrence","Final figure, complete","2002","29292",""
"Canada","1999","Total","April","Data tabulated by year of occurrence","Final figure, complete","2002","28546",""
"Canada","1999","Total","May","Data tabulated by year of occurrence","Final figure, complete","2002","30000",""
"Canada","1999","Total","June","Data tabulated by year of occurrence","Final figure, complete","2002","29329",""
"Canada","1999","Total","July","Data tabulated by year of occurrence","Final figure, complete","2002","30175",""
"Canada","1999","Total","August","Data tabulated by year of occurrence","Final figure, complete","2002","28395",""
"Canada","1999","Total","September","Data tabulated by year of occurrence","Final figure, complete","2002","29202",""
"Canada","1999","Total","October","Data tabulated by year of occurrence","Final figure, complete","2002","27209",""
"Canada","1999","Total","November","Data tabulated by year of occurrence","Final figure, complete","2002","25668",""
"Canada","1999","Total","December","Data tabulated by year of occurrence","Final figure, complete","2002","26835",""
"Canada","1997","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1999","348598",""
"Canada","1997","Total","January","Data tabulated by year of occurrence","Final figure, complete","1999","28408",""
"Canada","1997","Total","February","Data tabulated by year of occurrence","Final figure, complete","1999","26542",""
"Canada","1997","Total","March","Data tabulated by year of occurrence","Final figure, complete","1999","30018",""
"Canada","1997","Total","April","Data tabulated by year of occurrence","Final figure, complete","1999","30678",""
"Canada","1997","Total","May","Data tabulated by year of occurrence","Final figure, complete","1999","31735",""
"Canada","1997","Total","June","Data tabulated by year of occurrence","Final figure, complete","1999","29982",""
"Canada","1997","Total","July","Data tabulated by year of occurrence","Final figure, complete","1999","31033",""
"Canada","1997","Total","August","Data tabulated by year of occurrence","Final figure, complete","1999","29235",""
"Canada","1997","Total","September","Data tabulated by year of occurrence","Final figure, complete","1999","29232",""
"Canada","1997","Total","October","Data tabulated by year of occurrence","Final figure, complete","1999","28284",""
"Canada","1997","Total","November","Data tabulated by year of occurrence","Final figure, complete","1999","26266",""
"Canada","1997","Total","December","Data tabulated by year of occurrence","Final figure, complete","1999","27185",""
"Canada","1996","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1998","366200",""
"Canada","1996","Total","January","Data tabulated by year of occurrence","Final figure, complete","1998","29410",""
"Canada","1996","Total","February","Data tabulated by year of occurrence","Final figure, complete","1998","28811",""
"Canada","1996","Total","March","Data tabulated by year of occurrence","Final figure, complete","1998","31792",""
"Canada","1996","Total","April","Data tabulated by year of occurrence","Final figure, complete","1998","31802",""
"Canada","1996","Total","May","Data tabulated by year of occurrence","Final figure, complete","1998","33119",""
"Canada","1996","Total","June","Data tabulated by year of occurrence","Final figure, complete","1998","31316",""
"Canada","1996","Total","July","Data tabulated by year of occurrence","Final figure, complete","1998","32460",""
"Canada","1996","Total","August","Data tabulated by year of occurrence","Final figure, complete","1998","31296",""
"Canada","1996","Total","September","Data tabulated by year of occurrence","Final figure, complete","1998","30884",""
"Canada","1996","Total","October","Data tabulated by year of occurrence","Final figure, complete","1998","29866",""
"Canada","1996","Total","November","Data tabulated by year of occurrence","Final figure, complete","1998","27290",""
"Canada","1996","Total","December","Data tabulated by year of occurrence","Final figure, complete","1998","28154",""
"Canada","1995","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1997","378011",""
"Canada","1995","Total","January","Data tabulated by year of occurrence","Final figure, complete","1997","29975",""
"Canada","1995","Total","February","Data tabulated by year of occurrence","Final figure, complete","1997","29051",""
"Canada","1995","Total","March","Data tabulated by year of occurrence","Final figure, complete","1997","33426",""
"Canada","1995","Total","April","Data tabulated by year of occurrence","Final figure, complete","1997","31755",""
"Canada","1995","Total","May","Data tabulated by year of occurrence","Final figure, complete","1997","34567",""
"Canada","1995","Total","June","Data tabulated by year of occurrence","Final figure, complete","1997","33039",""
"Canada","1995","Total","July","Data tabulated by year of occurrence","Final figure, complete","1997","33304",""
"Canada","1995","Total","August","Data tabulated by year of occurrence","Final figure, complete","1997","32780",""
"Canada","1995","Total","September","Data tabulated by year of occurrence","Final figure, complete","1997","32529",""
"Canada","1995","Total","October","Data tabulated by year of occurrence","Final figure, complete","1997","30683",""
"Canada","1995","Total","November","Data tabulated by year of occurrence","Final figure, complete","1997","28664",""
"Canada","1995","Total","December","Data tabulated by year of occurrence","Final figure, complete","1997","28238",""
"Canada","1994","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1996","385112",""
"Canada","1994","Total","January","Data tabulated by year of occurrence","Final figure, complete","1996","30265",""
"Canada","1994","Total","February","Data tabulated by year of occurrence","Final figure, complete","1996","29195",""
"Canada","1994","Total","March","Data tabulated by year of occurrence","Final figure, complete","1996","34093",""
"Canada","1994","Total","April","Data tabulated by year of occurrence","Final figure, complete","1996","33183",""
"Canada","1994","Total","May","Data tabulated by year of occurrence","Final figure, complete","1996","34526",""
"Canada","1994","Total","June","Data tabulated by year of occurrence","Final figure, complete","1996","33667",""
"Canada","1994","Total","July","Data tabulated by year of occurrence","Final figure, complete","1996","33690",""
"Canada","1994","Total","August","Data tabulated by year of occurrence","Final figure, complete","1996","32951",""
"Canada","1994","Total","September","Data tabulated by year of occurrence","Final figure, complete","1996","32592",""
"Canada","1994","Total","October","Data tabulated by year of occurrence","Final figure, complete","1996","30883",""
"Canada","1994","Total","November","Data tabulated by year of occurrence","Final figure, complete","1996","29802",""
"Canada","1994","Total","December","Data tabulated by year of occurrence","Final figure, complete","1996","30265",""
"Canada","1993","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1995","388394",""
"Canada","1993","Total","January","Data tabulated by year of occurrence","Final figure, complete","1995","30989",""
"Canada","1993","Total","February","Data tabulated by year of occurrence","Final figure, complete","1995","29544",""
"Canada","1993","Total","March","Data tabulated by year of occurrence","Final figure, complete","1995","34268",""
"Canada","1993","Total","April","Data tabulated by year of occurrence","Final figure, complete","1995","34125",""
"Canada","1993","Total","May","Data tabulated by year of occurrence","Final figure, complete","1995","34805",""
"Canada","1993","Total","June","Data tabulated by year of occurrence","Final figure, complete","1995","33433",""
"Canada","1993","Total","July","Data tabulated by year of occurrence","Final figure, complete","1995","33958",""
"Canada","1993","Total","August","Data tabulated by year of occurrence","Final figure, complete","1995","32728",""
"Canada","1993","Total","September","Data tabulated by year of occurrence","Final figure, complete","1995","33169",""
"Canada","1993","Total","October","Data tabulated by year of occurrence","Final figure, complete","1995","31289",""
"Canada","1993","Total","November","Data tabulated by year of occurrence","Final figure, complete","1995","29550",""
"Canada","1993","Total","December","Data tabulated by year of occurrence","Final figure, complete","1995","30536",""
"Canada","1992","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1994","398642",""
"Canada","1992","Total","January","Data tabulated by year of occurrence","Final figure, complete","1994","31974",""
"Canada","1992","Total","February","Data tabulated by year of occurrence","Final figure, complete","1994","31557",""
"Canada","1992","Total","March","Data tabulated by year of occurrence","Final figure, complete","1994","34949",""
"Canada","1992","Total","April","Data tabulated by year of occurrence","Final figure, complete","1994","35250",""
"Canada","1992","Total","May","Data tabulated by year of occurrence","Final figure, complete","1994","36082",""
"Canada","1992","Total","June","Data tabulated by year of occurrence","Final figure, complete","1994","33814",""
"Canada","1992","Total","July","Data tabulated by year of occurrence","Final figure, complete","1994","35239",""
"Canada","1992","Total","August","Data tabulated by year of occurrence","Final figure, complete","1994","32944",""
"Canada","1992","Total","September","Data tabulated by year of occurrence","Final figure, complete","1994","33648",""
"Canada","1992","Total","October","Data tabulated by year of occurrence","Final figure, complete","1994","32120",""
"Canada","1992","Total","November","Data tabulated by year of occurrence","Final figure, complete","1994","30072",""
"Canada","1992","Total","December","Data tabulated by year of occurrence","Final figure, complete","1994","30993",""
"Canada","1990","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1991","404669",""
"Canada","1990","Total","January","Data tabulated by year of occurrence","Final figure, complete","1991","32132",""
"Canada","1990","Total","February","Data tabulated by year of occurrence","Final figure, complete","1991","30697",""
"Canada","1990","Total","March","Data tabulated by year of occurrence","Final figure, complete","1991","35540",""
"Canada","1990","Total","April","Data tabulated by year of occurrence","Final figure, complete","1991","35187",""
"Canada","1990","Total","May","Data tabulated by year of occurrence","Final figure, complete","1991","36861",""
"Canada","1990","Total","June","Data tabulated by year of occurrence","Final figure, complete","1991","34820",""
"Canada","1990","Total","July","Data tabulated by year of occurrence","Final figure, complete","1991","35117",""
"Canada","1990","Total","August","Data tabulated by year of occurrence","Final figure, complete","1991","34886",""
"Canada","1990","Total","September","Data tabulated by year of occurrence","Final figure, complete","1991","34424",""
"Canada","1990","Total","October","Data tabulated by year of occurrence","Final figure, complete","1991","33069",""
"Canada","1990","Total","November","Data tabulated by year of occurrence","Final figure, complete","1991","30978",""
"Canada","1990","Total","December","Data tabulated by year of occurrence","Final figure, complete","1991","30958",""
"Canada","1989","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1990","391925",""
"Canada","1989","Total","January","Data tabulated by year of occurrence","Final figure, complete","1990","30351",""
"Canada","1989","Total","February","Data tabulated by year of occurrence","Final figure, complete","1990","28904",""
"Canada","1989","Total","March","Data tabulated by year of occurrence","Final figure, complete","1990","33723",""
"Canada","1989","Total","April","Data tabulated by year of occurrence","Final figure, complete","1990","33196",""
"Canada","1989","Total","May","Data tabulated by year of occurrence","Final figure, complete","1990","34694",""
"Canada","1989","Total","June","Data tabulated by year of occurrence","Final figure, complete","1990","34011",""
"Canada","1989","Total","July","Data tabulated by year of occurrence","Final figure, complete","1990","34140",""
"Canada","1989","Total","August","Data tabulated by year of occurrence","Final figure, complete","1990","34027",""
"Canada","1989","Total","September","Data tabulated by year of occurrence","Final figure, complete","1990","33615",""
"Canada","1989","Total","October","Data tabulated by year of occurrence","Final figure, complete","1990","32423",""
"Canada","1989","Total","November","Data tabulated by year of occurrence","Final figure, complete","1990","31071",""
"Canada","1989","Total","December","Data tabulated by year of occurrence","Final figure, complete","1990","31770",""
"Canada","1988","Total","Total","Data tabulated by year of occurrence","Final figure, complete","1989","375743",""
"Canada","1988","Total","January","Data tabulated by year of occurrence","Final figure, complete","1989","28822",""
"Canada","1988","Total","February","Data tabulated by year of occurrence","Final figure, complete","1989","28810",""
"Canada","1988","Total","March","Data tabulated by year of occurrence","Final figure, complete","1989","32404",""
